account_id,churn_probability_q1,churn_prob_q1,churn_prob_q2,churn_prob_q3,churn_prob_q4,churn_date_window,churn_prob_within_2q,churn_prob_within_4q,risk_score,risk_tier,risk_type,predicted_churn_quarter,top_drivers,recommended_action
A-34ea2f,0.5723335900271727,0.5723335900271727,0.8171014417809536,0.9217804302172543,0.9665481174013941,0-90 days,0.8171014417809536,0.9665481174013941,57,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-35083d,0.48340697078820677,0.48340697078820677,0.7331316421697833,0.8621376666277115,0.9287812795890034,0-90 days,0.7331316421697833,0.9287812795890034,48,Medium,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-354f12,0.5643168750835648,0.5643168750835648,0.8101802146630499,0.9172987227534306,0.9639684490946342,0-90 days,0.8101802146630499,0.9639684490946342,56,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-378b99,0.5804489037474748,0.5804489037474748,0.8239768776333043,0.9261493060452605,0.9690158603922793,0-90 days,0.8239768776333043,0.9690158603922793,58,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-3793ee,0.48710881895318653,0.48710881895318653,0.7369426364044047,0.8650801981023941,0.9308008234581348,0-90 days,0.7369426364044047,0.9308008234581348,49,Medium,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-37f969,0.5335080681311444,0.5335080681311444,0.782385277501263,0.8984844876984592,0.9526438325517976,0-90 days,0.782385277501263,0.9526438325517976,53,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-3932db,0.5419691689324285,0.5419691689324285,0.7902077577915498,0.9039086849497343,0.955987215109151,0-90 days,0.7902077577915498,0.955987215109151,54,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-396e5f,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-39868b,0.5528750193315368,0.5528750193315368,0.8000792516622264,0.9106104392642483,0.9600316943840645,0-90 days,0.8000792516622264,0.9600316943840645,55,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-39b19f,0.48655328889389887,0.48655328889389887,0.7363724748543279,0.8646413142569136,0.930500527985568,0-90 days,0.7363724748543279,0.930500527985568,49,Medium,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-39ddf4,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-3a5ad8,0.5335080681311444,0.5335080681311444,0.782385277501263,0.8984844876984592,0.9526438325517976,0-90 days,0.782385277501263,0.9526438325517976,53,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-3a7284,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-3b37d9,0.47682126533682967,0.47682126533682967,0.726284011596244,0.8567976155298439,0.9250795576921549,0-90 days,0.726284011596244,0.9250795576921549,48,Medium,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-3b5cd1,0.5037418888586226,0.5037418888586226,0.7537278871263923,0.8777854664385474,0.939350046420769,0-90 days,0.7537278871263923,0.939350046420769,50,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-3be56b,0.534231698932848,0.534231698932848,0.7830598897210189,0.8989561734020384,0.9529369885521435,0-90 days,0.7830598897210189,0.9529369885521435,53,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-3c1a3f,0.5191092311274017,0.5191092311274017,0.7687440684131213,0.8887911572528369,0.9465206941058848,0-90 days,0.7687440684131213,0.9465206941058848,52,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-3cc791,0.5456068982952449,0.5456068982952449,0.7935269091231321,0.9061800518178922,0.9573688627437527,0-90 days,0.7935269091231321,0.9573688627437527,55,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-3ce5b8,0.5184080102689164,0.5184080102689164,0.7680691554268558,0.8883039630820088,0.946208083335588,0-90 days,0.7680691554268558,0.946208083335588,52,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-3d957b,0.5610714942262367,0.5610714942262367,0.8073417668192114,0.9154368095849432,0.9628828051876569,0-90 days,0.8073417668192114,0.9628828051876569,56,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-3f9cc0,0.564170783125366,0.564170783125366,0.8100528937184432,0.9172155014217063,0.9639200968152629,0-90 days,0.8100528937184432,0.9639200968152629,56,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-40906c,0.5488858313743812,0.5488858313743812,0.7964960068652167,0.9081964653250086,0.958586124778198,0-90 days,0.7964960068652167,0.958586124778198,55,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-40a557,0.5263677464925408,0.5263677464925408,0.775672488437446,0.893751255174907,0.9496771675561522,0-90 days,0.775672488437446,0.9496771675561522,53,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-40de06,0.5039584219524575,0.5039584219524575,0.7539427528481039,0.8779453748327393,0.9394558311240306,0-90 days,0.7539427528481039,0.9394558311240306,50,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-410e86,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-417d2f,0.5144308878373322,0.5144308878373322,0.7642226373135586,0.8855137953322892,0.9444090352446262,0-90 days,0.7642226373135586,0.9444090352446262,51,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-425e76,0.5025900734956814,0.5025900734956814,0.7525833650149684,0.8769325097761496,0.9387850087326837,0-90 days,0.7525833650149684,0.9387850087326837,50,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-427b69,0.5786259261639148,0.5786259261639148,0.8224438898987815,0.9251824585521611,0.968473827765724,0-90 days,0.8224438898987815,0.968473827765724,58,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-42b791,0.566473737823509,0.566473737823509,0.8120549800032804,0.9185208979861362,0.9646766694584327,0-90 days,0.8120549800032804,0.9646766694584327,57,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-42e5e1,0.5783010297897987,0.5783010297897987,0.8221699785236558,0.9250092630709676,0.9683764834617229,0-90 days,0.8221699785236558,0.9683764834617229,58,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-432483,0.48816823667752696,0.48816823667752696,0.7380282460542079,0.8659145352372442,0.9313708001345654,0-90 days,0.7380282460542079,0.9313708001345654,49,Medium,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-439b2f,0.5462139193911466,0.5462139193911466,0.7940781930456552,0.9065555503102949,0.9575962094206576,0-90 days,0.7940781930456552,0.9575962094206576,55,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-43a9e3,0.5180663634098971,0.5180663634098971,0.7677399699230386,0.8880660790704833,0.946055278428649,0-90 days,0.7677399699230386,0.946055278428649,52,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-4437e4,0.5176819905170653,0.5176819905170653,0.7673693377284198,0.8877980420284746,0.945882974971086,0-90 days,0.7673693377284198,0.945882974971086,52,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-443b7c,0.5805015205630625,0.5805015205630625,0.8240210257500973,0.9261770878892939,0.969031400621952,0-90 days,0.8240210257500973,0.969031400621952,58,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-443f6f,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-44dc83,0.564170783125366,0.564170783125366,0.8100528937184432,0.9172155014217063,0.9639200968152629,0-90 days,0.8100528937184432,0.9639200968152629,56,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-45ce7a,0.5115902226985756,0.5115902226985756,0.761455889436373,0.8834927240830526,0.9430967073154081,0-90 days,0.761455889436373,0.9430967073154081,51,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-462d45,0.5456068982952449,0.5456068982952449,0.7935269091231321,0.9061800518178922,0.9573688627437527,0-90 days,0.7935269091231321,0.9573688627437527,55,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-463db0,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-474ad4,0.5236737110591566,0.5236737110591566,0.7731132664638442,0.8919278842048128,0.9485224101452934,0-90 days,0.7731132664638442,0.9485224101452934,52,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-4814a3,0.5793347538092126,0.5793347538092126,0.8230407506472442,0.9255593938052861,0.9686854240685092,0-90 days,0.8230407506472442,0.9686854240685092,58,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-484819,0.47999552235374116,0.47999552235374116,0.7295953432278415,0.8593883677020777,0.9268813215959311,0-90 days,0.7295953432278415,0.9268813215959311,48,Medium,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-49b828,0.4951765358959534,0.4951765358959534,0.7451532700899904,0.8713473909912406,0.9350531442541746,0-90 days,0.7451532700899904,0.9350531442541746,50,Medium,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-4a267b,0.5668804967669072,0.5668804967669072,0.812407495919119,0.9187500278222369,0.9648090524126646,0-90 days,0.812407495919119,0.9648090524126646,57,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-4a4c2d,0.4989440111490829,0.4989440111490829,0.7489428960366296,0.8742063345155859,0.9369703305495254,0-90 days,0.7489428960366296,0.9369703305495254,50,Medium,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-4ae22a,0.564170783125366,0.564170783125366,0.8100528937184432,0.9172155014217063,0.9639200968152629,0-90 days,0.8100528937184432,0.9639200968152629,56,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-4bfa33,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-4c38bc,0.5647998151964875,0.5647998151964875,0.8106007991469886,0.9175734327871319,0.9641279427162406,0-90 days,0.8106007991469886,0.9641279427162406,56,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-4c56c9,0.5367531793026957,0.5367531793026957,0.7854023831138396,0.9005883362482681,0.9539478628267808,0-90 days,0.7854023831138396,0.9539478628267808,54,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-4c6f11,0.5335080681311444,0.5335080681311444,0.782385277501263,0.8984844876984592,0.9526438325517976,0-90 days,0.782385277501263,0.9526438325517976,53,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-4d1e75,0.5806505915969803,0.5806505915969803,0.8241460736720374,0.9262557600290207,0.9690753965950395,0-90 days,0.8241460736720374,0.9690753965950395,58,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-4e0e85,0.5180663634098971,0.5180663634098971,0.7677399699230386,0.8880660790704833,0.946055278428649,0-90 days,0.7677399699230386,0.946055278428649,52,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-4e44e8,0.5718950233468011,0.5718950233468011,0.816726128964764,0.9215395437193189,0.9664106881957597,0-90 days,0.816726128964764,0.9664106881957597,57,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-4e631b,0.5488858313743812,0.5488858313743812,0.7964960068652167,0.9081964653250086,0.958586124778198,0-90 days,0.7964960068652167,0.958586124778198,55,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-4e960a,0.5488858313743812,0.5488858313743812,0.7964960068652167,0.9081964653250086,0.958586124778198,0-90 days,0.7964960068652167,0.958586124778198,55,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-4ef964,0.5474364693621222,0.5474364693621222,0.7951862507365787,0.907308766510165,0.9580513281126604,0-90 days,0.7951862507365787,0.9580513281126604,55,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-4f18f0,0.5631611174258422,0.5631611174258422,0.8091717906713611,0.9166388182732499,0.9635845945244252,0-90 days,0.8091717906713611,0.9635845945244252,56,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-503d5a,0.5091375688929576,0.5091375688929576,0.7590540737276841,0.8817286968646327,0.9419450606127757,0-90 days,0.7590540737276841,0.9419450606127757,51,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-508199,0.5572994580739974,0.5572994580739974,0.8040162301784236,0.9132378788912872,0.9615903619665234,0-90 days,0.8040162301784236,0.9615903619665234,56,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-50bb9f,0.5742738098539387,0.5742738098539387,0.8187572110237197,0.9228401979576817,0.9671510514440995,0-90 days,0.8187572110237197,0.9671510514440995,57,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-50f3f7,0.5209872841044123,0.5209872841044123,0.770546818010333,0.8900890081242451,0.9473512372748167,0-90 days,0.770546818010333,0.9473512372748167,52,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-51ec1b,0.5339539132665806,0.5339539132665806,0.7828010450404661,0.898775276998521,0.9528246139644864,0-90 days,0.7828010450404661,0.9528246139644864,53,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-524364,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-5247b3,0.547498920179932,0.547498920179932,0.7952427727616724,0.9073471335736937,0.9580744778936718,0-90 days,0.7952427727616724,0.9580744778936718,55,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-526d93,0.5830101022530109,0.5830101022530109,0.8261194251769556,0.927493556884351,0.9697655456992076,0-90 days,0.8261194251769556,0.9697655456992076,58,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-52dd88,0.49409907033902634,0.49409907033902634,0.7440642493681626,0.8705218658218743,0.9344968915485179,0-90 days,0.7440642493681626,0.9344968915485179,49,Medium,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-533452,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-53f4e3,0.5619492712024954,0.5619492712024954,0.808111558999975,0.9159431285721221,0.9631788262105799,0-90 days,0.808111558999975,0.9631788262105799,56,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-544d0a,0.591261225678982,0.591261225678982,0.8329326143665519,0.9317130815671676,0.9720884886576048,0-90 days,0.8329326143665519,0.9720884886576048,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-54d94a,0.5044130256097743,0.5044130256097743,0.7543935508147418,0.8782806429575511,0.9396774721186092,0-90 days,0.7543935508147418,0.9396774721186092,50,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-54ecc2,0.4903071486113674,0.4903071486113674,0.7402131972433253,0.8675885237498142,0.9325108171134646,0-90 days,0.7402131972433253,0.9325108171134646,49,Medium,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-558c72,0.5042284843683892,0.5042284843683892,0.7542106042883354,0.8781446187618503,0.9395875729556948,0-90 days,0.7542106042883354,0.9395875729556948,50,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-55f257,0.5335080681311444,0.5335080681311444,0.782385277501263,0.8984844876984592,0.9526438325517976,0-90 days,0.782385277501263,0.9526438325517976,53,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-560d27,0.574274280745971,0.574274280745971,0.8187576119656397,0.9228404539947541,0.9671511967796024,0-90 days,0.8187576119656397,0.9671511967796024,57,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-56962b,0.5347439159954813,0.5347439159954813,0.7835367762967802,0.8992891682088459,0.9531436727840098,0-90 days,0.7835367762967802,0.9531436727840098,53,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-5790f4,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-58b9ff,0.567421965168748,0.567421965168748,0.8128762437815321,0.9190543732647729,0.9649846998586914,0-90 days,0.8128762437815321,0.9649846998586914,57,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-592832,0.5788585803985551,0.5788585803985551,0.8226399046960797,0.9253063176830595,0.9685433965937843,0-90 days,0.8226399046960797,0.9685433965937843,58,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-59f724,0.5327417171578757,0.5327417171578757,0.7816696971154293,0.8979833575817546,0.9523318788423316,0-90 days,0.7816696971154293,0.9523318788423316,53,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-5a184f,0.5088595388080985,0.5088595388080985,0.7587810473802064,0.8815276123620871,0.9418134168970097,0-90 days,0.7587810473802064,0.9418134168970097,51,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-5a215a,0.5770784367456943,0.5770784367456943,0.8211373513345342,0.9243551290185956,0.9680081529123742,0-90 days,0.8211373513345342,0.9680081529123742,58,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-5a3eb9,0.5199452035438963,0.5199452035438963,0.7695473923994889,0.8893701203655583,0.9468915956501248,0-90 days,0.7695473923994889,0.9468915956501248,52,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-5a92e7,0.567205397060592,0.567205397060592,0.8126888316665202,0.918932737274995,0.9649145262175468,0-90 days,0.8126888316665202,0.9649145262175468,57,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-5b051a,0.5778860298015865,0.5778860298015865,0.8218197961633329,0.9247876467477418,0.9682518149607238,0-90 days,0.8218197961633329,0.9682518149607238,58,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-5b1bcd,0.542615437204816,0.542615437204816,0.7907993617166583,0.9043148575223003,0.9562350929418425,0-90 days,0.7907993617166583,0.9562350929418425,54,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-5b4ebb,0.5769831905387983,0.5769831905387983,0.8210567789132655,0.9243040095411791,0.967979323627104,0-90 days,0.8210567789132655,0.967979323627104,58,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-5c046d,0.5793347538092126,0.5793347538092126,0.8230407506472442,0.9255593938052861,0.9686854240685092,0-90 days,0.8230407506472442,0.9686854240685092,58,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-5c9849,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-5ed98d,0.5667721838738325,0.5667721838738325,0.8123136593345517,0.9186890565167959,0.9647738375276133,0-90 days,0.8123136593345517,0.9647738375276133,57,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-5f2961,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-5f7781,0.5778860298015865,0.5778860298015865,0.8218197961633329,0.9247876467477418,0.9682518149607238,0-90 days,0.8218197961633329,0.9682518149607238,58,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-5fe118,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-600734,0.5307892974956309,0.5307892974956309,0.7798413166553564,0.8966991895254228,0.951530154147953,0-90 days,0.7798413166553564,0.951530154147953,53,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-625d0b,0.5754003376895784,0.5754003376895784,0.819715126765876,0.9234511037051137,0.9674973644829559,0-90 days,0.819715126765876,0.9674973644829559,58,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-659280,0.534061445709438,0.534061445709438,0.7829012636256211,0.898845328635414,0.9528681386646479,0-90 days,0.7829012636256211,0.9528681386646479,53,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-65a46c,0.5310919745822777,0.5310919745822777,0.7801252636988527,0.8968989715617867,0.9516551003365009,0-90 days,0.7801252636988527,0.9516551003365009,53,High,Commercial Risk,2025Q1,"Usage decline, Support pressure, Commercial contraction",Usage re-engagement / training / Proactive support / escalation review
A-65aeb5,0.5498686972092857,0.5498686972092857,0.7973818102479342,0.9087952102778065,0.9589458691815959,0-90 days,0.7973818102479342,0.9589458691815959,55,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-65c341,0.5347155328414439,0.5347155328414439,0.7835103646209786,0.8992707353573219,0.9531322377734583,0-90 days,0.7835103646209786,0.9531322377734583,53,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-66224b,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-671f31,0.5943504773076195,0.5943504773076195,0.8354484647394439,0.933249748263257,0.972922792243394,0-90 days,0.8354484647394439,0.972922792243394,59,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-67be94,0.5229964499101849,0.5229964499101849,0.7724676132017132,0.8914662437368083,0.9482290129578749,0-90 days,0.7724676132017132,0.9482290129578749,52,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
A-684255,0.5681311553944582,0.5681311553944582,0.8134893010590745,0.9194518399418105,0.9652137591805674,0-90 days,0.8134893010590745,0.9652137591805674,57,High,Commercial Risk,2025Q1,"Commercial contraction, Usage decline, Support pressure",Commercial check-in / Usage re-engagement / training
