account_id,subscription_id,start_date,end_date,end_date_inferred,next_start_date,subscription_seq,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,is_trial,auto_renew_flag,upgrade_flag,downgrade_flag,subscription_cancel_flag
A-019782,S-2fd650,2024-12-04,,,,9,Enterprise,15,0,0,annual,True,False,False,False,False
A-029f69,S-dcc1a5,2024-05-09,,2024-05-24,2024-05-24,1,Pro,26,1274,15288,annual,False,False,False,False,False
A-029f69,S-228457,2024-05-24,,2024-08-04,2024-08-04,2,Enterprise,24,4776,57312,annual,False,True,False,False,False
A-029f69,S-e0bfb1,2024-08-04,2024-08-23,2024-08-23,2024-08-10,3,Pro,21,1029,12348,annual,False,False,False,False,True
A-029f69,S-41871d,2024-08-10,,2024-08-11,2024-08-11,4,Enterprise,3,597,7164,annual,False,True,False,False,False
A-029f69,S-37d13a,2024-08-11,,2024-09-09,2024-09-09,5,Enterprise,15,0,0,annual,True,True,False,False,False
A-029f69,S-b69fa2,2024-09-09,,2024-09-14,2024-09-14,6,Pro,27,1323,15876,monthly,False,False,False,False,False
A-029f69,S-3ceff3,2024-09-14,,2024-09-15,2024-09-15,7,Enterprise,15,2985,35820,annual,False,True,False,False,False
A-029f69,S-c2c197,2024-09-15,2024-09-19,2024-09-19,2024-10-10,8,Basic,15,285,3420,monthly,False,False,False,False,True
A-029f69,S-32e881,2024-10-10,2024-11-16,2024-11-16,2024-11-08,9,Pro,3,0,0,monthly,True,True,False,False,True
A-029f69,S-b250cc,2024-11-08,,2024-11-11,2024-11-11,10,Enterprise,3,597,7164,annual,False,True,True,False,False
A-029f69,S-e6dee4,2024-11-11,,2024-11-13,2024-11-13,11,Pro,3,147,1764,annual,False,True,False,False,False
A-029f69,S-e07b30,2024-11-13,,2024-12-02,2024-12-02,12,Pro,3,147,1764,annual,False,True,True,False,False
A-029f69,S-9eeb7e,2024-12-02,,2024-12-10,2024-12-10,13,Basic,11,209,2508,monthly,False,False,False,False,False
A-029f69,S-f967c2,2024-12-10,,2024-12-14,2024-12-14,14,Basic,7,133,1596,monthly,False,True,False,False,False
A-029f69,S-2e8409,2024-12-14,,2024-12-31,2024-12-31,15,Pro,10,490,5880,annual,False,False,False,False,False
A-029f69,S-21c164,2024-12-31,,,,16,Basic,34,646,7752,annual,False,True,False,False,False
A-02cd81,S-461988,2024-03-28,,2024-03-31,2024-03-31,1,Basic,44,836,10032,annual,False,False,False,False,False
A-02cd81,S-700036,2024-03-31,,2024-04-07,2024-04-07,2,Basic,44,836,10032,annual,False,True,False,False,False
A-02cd81,S-36885c,2024-04-07,,2024-04-24,2024-04-24,3,Pro,44,0,0,annual,True,True,False,False,False
A-02cd81,S-b95751,2024-04-24,,2024-05-04,2024-05-04,4,Basic,44,0,0,monthly,True,True,False,False,False
A-02cd81,S-32d874,2024-05-04,,2024-05-12,2024-05-12,5,Pro,44,2156,25872,annual,False,False,False,False,False
A-02cd81,S-7c1eb7,2024-05-12,,2024-05-13,2024-05-13,6,Pro,44,2156,25872,monthly,False,True,False,False,False
A-02cd81,S-9b96c2,2024-05-13,,2024-06-01,2024-06-01,7,Enterprise,44,8756,105072,monthly,False,True,False,False,False
A-02cd81,S-567f8f,2024-06-01,,2024-06-29,2024-06-29,8,Enterprise,44,8756,105072,annual,False,True,False,False,False
A-02cd81,S-f6f97e,2024-06-29,2024-08-03,2024-08-03,2024-07-16,9,Pro,44,2156,25872,annual,False,True,False,False,True
A-02cd81,S-936fa3,2024-07-16,,2024-08-13,2024-08-13,10,Pro,44,2156,25872,annual,False,True,False,False,False
A-02cd81,S-18b1f9,2024-08-13,,2024-08-25,2024-08-25,11,Pro,44,2156,25872,monthly,False,True,False,False,False
A-02cd81,S-afc43d,2024-08-25,,2024-09-10,2024-09-10,12,Basic,44,836,10032,annual,False,False,False,False,False
A-02cd81,S-bc4da7,2024-09-10,,2024-12-29,2024-12-29,13,Basic,44,0,0,annual,True,True,False,False,False
A-02cd81,S-4da459,2024-12-29,,,,14,Pro,44,2156,25872,annual,False,True,False,False,False
A-02fac6,S-b48787,2023-10-21,,2023-11-20,2023-11-20,1,Pro,22,1078,12936,annual,False,True,False,False,False
A-02fac6,S-52119f,2023-11-20,,2024-01-19,2024-01-19,2,Enterprise,22,4378,52536,monthly,False,True,False,False,False
A-02fac6,S-9e15d0,2024-01-19,,2024-05-02,2024-05-02,3,Pro,22,1078,12936,monthly,False,True,False,False,False
A-02fac6,S-60b7c7,2024-05-02,,2024-05-23,2024-05-23,4,Enterprise,23,4577,54924,annual,False,False,False,False,False
A-02fac6,S-020222,2024-05-23,,2024-05-30,2024-05-30,5,Pro,22,1078,12936,monthly,False,True,False,False,False
A-02fac6,S-f45fe3,2024-05-30,,2024-09-10,2024-09-10,6,Pro,59,2891,34692,monthly,False,True,False,False,False
A-02fac6,S-f95951,2024-09-10,,2024-09-20,2024-09-20,7,Pro,22,1078,12936,monthly,False,True,False,False,False
A-02fac6,S-33eb1d,2024-09-20,,2024-09-22,2024-09-22,8,Enterprise,22,4378,52536,annual,False,False,False,False,False
A-02fac6,S-d91908,2024-09-22,,2024-10-06,2024-10-06,9,Basic,22,418,5016,monthly,False,True,False,False,False
A-02fac6,S-74a274,2024-10-06,,2024-10-18,2024-10-18,10,Enterprise,22,4378,52536,monthly,False,True,False,False,False
A-02fac6,S-a408fe,2024-10-18,,,,11,Pro,22,1078,12936,monthly,False,True,True,False,False
A-034368,S-639754,2023-12-14,,2024-06-21,2024-06-21,1,Basic,19,0,0,monthly,True,True,False,False,False
A-034368,S-2a312e,2024-06-21,,2024-10-14,2024-10-14,2,Basic,26,494,5928,monthly,False,True,False,False,False
A-034368,S-8f2b13,2024-10-14,,2024-11-29,2024-11-29,3,Enterprise,28,5572,66864,annual,False,True,False,False,False
A-034368,S-c77f0c,2024-11-29,,2024-12-12,2024-12-12,4,Basic,29,551,6612,monthly,False,False,False,False,False
A-034368,S-cc80ee,2024-12-12,,,,5,Enterprise,23,4577,54924,monthly,False,True,False,False,False
A-0354fe,S-519f1c,2024-11-03,,2024-11-03,2024-11-03,1,Basic,34,646,7752,monthly,False,False,False,False,False
A-0354fe,S-487d18,2024-11-03,,2024-11-15,2024-11-15,2,Enterprise,34,0,0,annual,True,True,False,False,False
A-0354fe,S-bc5908,2024-11-15,,2024-11-16,2024-11-16,3,Enterprise,34,6766,81192,monthly,False,True,False,False,False
A-0354fe,S-c8fd93,2024-11-16,2024-11-20,2024-11-20,2024-11-23,4,Basic,34,646,7752,monthly,False,True,True,False,True
A-0354fe,S-ab63e3,2024-11-23,,2024-12-10,2024-12-10,5,Basic,34,646,7752,annual,False,True,False,False,False
A-0354fe,S-70af60,2024-12-10,,2024-12-10,2024-12-10,6,Basic,34,0,0,annual,True,True,False,False,False
A-0354fe,S-9ea111,2024-12-10,,,,7,Enterprise,34,6766,81192,monthly,False,False,False,False,False
A-038089,S-fc86d6,2024-06-27,,2024-07-23,2024-07-23,1,Pro,5,245,2940,annual,False,True,False,False,False
A-038089,S-c3472f,2024-07-23,,2024-12-30,2024-12-30,2,Pro,36,1764,21168,monthly,False,True,False,False,False
A-038089,S-7003c5,2024-12-30,,,,3,Basic,5,95,1140,annual,False,True,False,False,False
A-039727,S-ed55d2,2024-11-07,,2024-11-10,2024-11-10,1,Enterprise,25,4975,59700,annual,False,True,False,False,False
A-039727,S-d81959,2024-11-10,,2024-11-12,2024-11-12,2,Basic,25,475,5700,annual,False,True,False,False,False
A-039727,S-65491f,2024-11-12,,2024-11-12,2024-11-12,3,Pro,25,1225,14700,monthly,False,False,False,False,False
A-039727,S-19465f,2024-11-12,,2024-11-15,2024-11-15,4,Basic,25,475,5700,monthly,False,True,False,False,False
A-039727,S-574b52,2024-11-15,,2024-11-28,2024-11-28,5,Enterprise,25,4975,59700,monthly,False,True,False,False,False
A-039727,S-bd9394,2024-11-28,,2024-11-30,2024-11-30,6,Enterprise,64,0,0,annual,True,False,True,False,False
A-039727,S-6da42f,2024-11-30,,2024-12-06,2024-12-06,7,Pro,25,1225,14700,monthly,False,True,True,True,False
A-039727,S-9de4eb,2024-12-06,,2024-12-07,2024-12-07,8,Enterprise,25,4975,59700,monthly,False,True,False,False,False
A-039727,S-f66b5d,2024-12-07,,2024-12-08,2024-12-08,9,Enterprise,25,0,0,annual,True,False,False,False,False
A-039727,S-a6285f,2024-12-08,,2024-12-09,2024-12-09,10,Enterprise,30,5970,71640,annual,False,True,False,False,False
A-039727,S-a575f5,2024-12-09,,2024-12-15,2024-12-15,11,Basic,25,475,5700,annual,False,True,False,False,False
A-039727,S-864157,2024-12-15,,2024-12-15,2024-12-15,12,Pro,25,1225,14700,annual,False,True,False,False,False
A-039727,S-7079c2,2024-12-15,,2024-12-18,2024-12-18,13,Enterprise,25,4975,59700,annual,False,True,False,True,False
A-039727,S-0ec903,2024-12-18,,2024-12-19,2024-12-19,14,Basic,25,475,5700,annual,False,True,False,False,False
A-039727,S-e6a17a,2024-12-19,2024-12-30,2024-12-30,,15,Enterprise,25,4975,59700,annual,False,True,True,False,True
A-0532a9,S-951c06,2024-09-26,,2024-10-02,2024-10-02,1,Basic,19,361,4332,annual,False,True,False,False,False
A-0532a9,S-eff018,2024-10-02,,2024-10-05,2024-10-05,2,Pro,19,931,11172,annual,False,True,False,True,False
A-0532a9,S-99af79,2024-10-05,,2024-10-17,2024-10-17,3,Basic,19,361,4332,annual,False,False,False,False,False
A-0532a9,S-29597a,2024-10-17,,2024-11-23,2024-11-23,4,Enterprise,27,5373,64476,annual,False,False,False,False,False
A-0532a9,S-fe753c,2024-11-23,,2024-11-24,2024-11-24,5,Basic,19,361,4332,monthly,False,True,False,False,False
A-0532a9,S-dd80e4,2024-11-24,,2024-11-26,2024-11-26,6,Enterprise,21,4179,50148,annual,False,True,True,False,False
A-0532a9,S-601bbe,2024-11-26,,2024-12-10,2024-12-10,7,Pro,21,1029,12348,monthly,False,False,True,False,False
A-0532a9,S-eec4d5,2024-12-10,,2024-12-20,2024-12-20,8,Basic,19,361,4332,annual,False,True,False,False,False
A-0532a9,S-54b286,2024-12-20,,2024-12-26,2024-12-26,9,Pro,26,1274,15288,monthly,False,False,True,False,False
A-0532a9,S-c1f8e1,2024-12-26,,,,10,Pro,19,931,11172,annual,False,False,True,False,False
A-054577,S-15cfa1,2024-05-03,,2024-05-08,2024-05-08,1,Pro,20,980,11760,annual,False,True,False,False,False
A-054577,S-9b8167,2024-05-08,,2024-05-18,2024-05-18,2,Pro,29,1421,17052,monthly,False,True,False,False,False
A-054577,S-a9916f,2024-05-18,,2024-06-15,2024-06-15,3,Pro,7,343,4116,annual,False,True,False,False,False
A-054577,S-3d58c6,2024-06-15,,2024-06-29,2024-06-29,4,Basic,34,646,7752,monthly,False,True,False,False,False
A-054577,S-d26bbf,2024-06-29,,2024-07-17,2024-07-17,5,Pro,35,1715,20580,monthly,False,True,False,False,False
A-054577,S-d9d6ac,2024-07-17,,2024-08-06,2024-08-06,6,Enterprise,3,597,7164,annual,False,True,False,True,False
A-054577,S-cfbb85,2024-08-06,,2024-08-26,2024-08-26,7,Pro,16,784,9408,monthly,False,False,True,False,False
A-054577,S-3f82f4,2024-08-26,,2024-08-27,2024-08-27,8,Basic,90,1710,20520,monthly,False,True,False,False,False
A-054577,S-7bebc1,2024-08-27,,2024-09-05,2024-09-05,9,Basic,24,456,5472,annual,False,True,False,False,False
A-054577,S-056af2,2024-09-05,,2024-10-22,2024-10-22,10,Enterprise,75,14925,179100,monthly,False,True,False,False,False
A-054577,S-41ea32,2024-10-22,2024-12-05,2024-12-05,2024-11-22,11,Basic,24,456,5472,monthly,False,True,False,False,True
A-054577,S-084e4f,2024-11-22,,2024-12-01,2024-12-01,12,Basic,25,475,5700,annual,False,False,False,False,False
A-054577,S-606d6d,2024-12-01,,2024-12-01,2024-12-01,13,Enterprise,14,2786,33432,monthly,False,True,False,False,False
A-054577,S-d041d2,2024-12-01,,2024-12-09,2024-12-09,14,Pro,2,0,0,monthly,True,True,False,False,False
A-054577,S-8a37c8,2024-12-09,,2024-12-09,2024-12-09,15,Pro,8,392,4704,monthly,False,True,False,False,False
A-054577,S-62c088,2024-12-09,,,,16,Enterprise,85,16915,202980,monthly,False,True,False,False,False
A-05d3b3,S-5bc277,2023-07-12,,2023-08-03,2023-08-03,1,Basic,9,171,2052,annual,False,True,False,False,False
A-05d3b3,S-672dd6,2023-08-03,,2023-08-14,2023-08-14,2,Enterprise,16,3184,38208,monthly,False,True,False,False,False
A-05d3b3,S-98f176,2023-08-14,,2023-09-30,2023-09-30,3,Basic,55,0,0,annual,True,True,False,False,False
A-05d3b3,S-c92850,2023-09-30,,2023-11-26,2023-11-26,4,Pro,22,1078,12936,annual,False,True,False,False,False
A-05d3b3,S-474b5a,2023-11-26,,2023-11-27,2023-11-27,5,Basic,11,209,2508,annual,False,False,False,False,False
A-05d3b3,S-61efc1,2023-11-27,,2024-01-29,2024-01-29,6,Pro,9,0,0,monthly,True,False,False,False,False
A-05d3b3,S-5a1fc3,2024-01-29,,2024-02-04,2024-02-04,7,Enterprise,13,2587,31044,monthly,False,True,False,False,False
A-05d3b3,S-02508a,2024-02-04,,2024-08-05,2024-08-05,8,Basic,28,532,6384,annual,False,True,False,False,False
A-05d3b3,S-b11cdb,2024-08-05,2024-08-12,2024-08-12,2024-08-24,9,Basic,24,456,5472,annual,False,True,False,False,True
A-05d3b3,S-eb84b1,2024-08-24,,2024-09-10,2024-09-10,10,Pro,9,441,5292,monthly,False,False,False,False,False
A-05d3b3,S-81e9f1,2024-09-10,,2024-09-26,2024-09-26,11,Basic,9,171,2052,monthly,False,True,False,False,False
A-05d3b3,S-a3e1e3,2024-09-26,,2024-10-01,2024-10-01,12,Enterprise,9,0,0,monthly,True,True,False,False,False
A-05d3b3,S-3ee288,2024-10-01,,,,13,Enterprise,19,3781,45372,annual,False,True,False,False,False
A-05f0e5,S-22365f,2023-06-11,,2023-06-30,2023-06-30,1,Enterprise,32,6368,76416,annual,False,True,False,False,False
A-05f0e5,S-62af97,2023-06-30,,2023-10-18,2023-10-18,2,Pro,46,2254,27048,annual,False,False,False,False,False
A-05f0e5,S-27e9ad,2023-10-18,,2023-10-31,2023-10-31,3,Basic,32,608,7296,annual,False,True,False,False,False
A-05f0e5,S-00866d,2023-10-31,,2024-02-28,2024-02-28,4,Basic,32,608,7296,annual,False,True,False,False,False
A-05f0e5,S-1883dc,2024-02-28,,2024-04-29,2024-04-29,5,Basic,56,1064,12768,annual,False,True,False,False,False
A-05f0e5,S-42f3be,2024-04-29,,2024-05-15,2024-05-15,6,Enterprise,32,6368,76416,monthly,False,True,False,False,False
A-05f0e5,S-3a57be,2024-05-15,,2024-06-11,2024-06-11,7,Pro,32,1568,18816,monthly,False,True,False,False,False
A-05f0e5,S-d02277,2024-06-11,,2024-07-09,2024-07-09,8,Enterprise,92,18308,219696,monthly,False,True,True,False,False
A-05f0e5,S-597873,2024-07-09,,2024-08-16,2024-08-16,9,Enterprise,32,6368,76416,monthly,False,True,False,False,False
A-05f0e5,S-afea79,2024-08-16,,2024-10-22,2024-10-22,10,Pro,32,1568,18816,annual,False,False,True,False,False
A-05f0e5,S-0ab9fb,2024-10-22,,2024-11-23,2024-11-23,11,Pro,65,3185,38220,annual,False,True,False,False,False
A-05f0e5,S-e5bed6,2024-11-23,,,,12,Pro,58,2842,34104,annual,False,True,False,False,False
A-0651a4,S-86fd71,2024-10-27,,2024-11-02,2024-11-02,1,Enterprise,60,11940,143280,annual,False,True,False,False,False
A-0651a4,S-1ebe39,2024-11-02,,2024-11-10,2024-11-10,2,Enterprise,19,3781,45372,annual,False,True,False,False,False
A-0651a4,S-c9da7a,2024-11-10,,2024-11-16,2024-11-16,3,Basic,16,304,3648,monthly,False,True,False,False,False
A-0651a4,S-510009,2024-11-16,,2024-11-24,2024-11-24,4,Enterprise,16,3184,38208,monthly,False,True,False,False,False
A-0651a4,S-e1820e,2024-11-24,,2024-11-25,2024-11-25,5,Enterprise,19,3781,45372,annual,False,True,False,False,False
A-0651a4,S-4b7873,2024-11-25,,2024-12-04,2024-12-04,6,Basic,16,304,3648,annual,False,True,False,False,False
A-0651a4,S-f409d8,2024-12-04,,2024-12-06,2024-12-06,7,Enterprise,16,3184,38208,annual,False,True,False,False,False
A-0651a4,S-82b11e,2024-12-06,,2024-12-13,2024-12-13,8,Basic,21,399,4788,annual,False,True,False,False,False
A-0651a4,S-1bbdb1,2024-12-13,,2024-12-13,2024-12-13,9,Basic,54,0,0,annual,True,False,False,False,False
A-0651a4,S-7fa78f,2024-12-13,,2024-12-15,2024-12-15,10,Enterprise,16,3184,38208,monthly,False,True,False,False,False
A-0651a4,S-16486d,2024-12-15,,2024-12-19,2024-12-19,11,Pro,16,784,9408,monthly,False,True,False,False,False
A-0651a4,S-8ea942,2024-12-19,,2024-12-21,2024-12-21,12,Enterprise,36,0,0,annual,True,True,False,False,False
A-0651a4,S-d44088,2024-12-21,2024-12-23,2024-12-23,2024-12-23,13,Pro,16,0,0,annual,True,True,False,False,True
A-0651a4,S-e62fc9,2024-12-23,,2024-12-25,2024-12-25,14,Pro,16,784,9408,monthly,False,False,False,False,False
A-0651a4,S-8c10c1,2024-12-25,,,,15,Enterprise,65,12935,155220,annual,False,True,False,False,False
A-068fc6,S-76767f,2023-10-28,,2024-01-02,2024-01-02,1,Pro,35,1715,20580,monthly,False,True,False,False,False
A-068fc6,S-07c0da,2024-01-02,,2024-03-17,2024-03-17,2,Pro,35,0,0,annual,True,True,False,False,False
A-068fc6,S-d747bc,2024-03-17,,2024-04-13,2024-04-13,3,Basic,35,665,7980,monthly,False,True,True,False,False
A-068fc6,S-4b75c6,2024-04-13,,2024-07-06,2024-07-06,4,Enterprise,35,6965,83580,annual,False,True,False,False,False
A-068fc6,S-80632f,2024-07-06,,2024-07-13,2024-07-13,5,Pro,35,1715,20580,monthly,False,False,False,False,False
A-068fc6,S-03a5b0,2024-07-13,,2024-07-20,2024-07-20,6,Enterprise,35,6965,83580,monthly,False,True,False,False,False
A-068fc6,S-3199cf,2024-07-20,,2024-10-14,2024-10-14,7,Pro,35,1715,20580,monthly,False,True,False,False,False
A-068fc6,S-6d6bde,2024-10-14,,2024-12-03,2024-12-03,8,Basic,35,665,7980,monthly,False,True,False,False,False
A-068fc6,S-2ec763,2024-12-03,,2024-12-16,2024-12-16,9,Pro,35,1715,20580,monthly,False,True,False,False,False
A-068fc6,S-4690b3,2024-12-16,2024-12-25,2024-12-25,,10,Enterprise,35,6965,83580,monthly,False,True,False,False,True
A-075038,S-0ae33f,2023-07-14,,2023-11-08,2023-11-08,1,Pro,103,5047,60564,annual,False,True,False,False,False
A-075038,S-e05562,2023-11-08,,2023-11-26,2023-11-26,2,Pro,17,833,9996,monthly,False,True,False,False,False
A-075038,S-1c3522,2023-11-26,,2023-11-30,2023-11-30,3,Pro,17,0,0,annual,True,True,False,False,False
A-075038,S-067edc,2023-11-30,,2024-01-09,2024-01-09,4,Pro,23,0,0,monthly,True,True,True,False,False
A-075038,S-d1c9e3,2024-01-09,,2024-01-11,2024-01-11,5,Basic,17,323,3876,annual,False,True,False,False,False
A-075038,S-d93967,2024-01-11,,2024-02-25,2024-02-25,6,Pro,50,2450,29400,monthly,False,False,False,False,False
A-075038,S-434140,2024-02-25,,2024-04-11,2024-04-11,7,Pro,17,833,9996,annual,False,True,False,False,False
A-075038,S-9c6bd0,2024-04-11,,2024-05-08,2024-05-08,8,Basic,17,323,3876,monthly,False,True,False,False,False
A-075038,S-b7feb8,2024-05-08,,2024-07-02,2024-07-02,9,Basic,37,703,8436,annual,False,False,False,False,False
A-075038,S-ce7c30,2024-07-02,,2024-07-25,2024-07-25,10,Enterprise,17,3383,40596,monthly,False,True,False,False,False
A-075038,S-c6287d,2024-07-25,,2024-08-10,2024-08-10,11,Pro,17,833,9996,monthly,False,True,False,False,False
A-075038,S-3ba19e,2024-08-10,,2024-08-19,2024-08-19,12,Basic,49,0,0,annual,True,True,False,False,False
A-075038,S-f4335b,2024-08-19,,2024-10-26,2024-10-26,13,Enterprise,17,3383,40596,annual,False,False,False,False,False
A-075038,S-da7360,2024-10-26,,,,14,Basic,42,798,9576,monthly,False,True,False,False,False
A-089363,S-85caaf,2023-06-03,,2023-10-03,2023-10-03,1,Pro,2,98,1176,annual,False,True,True,False,False
A-089363,S-fcfb31,2023-10-03,,2023-11-04,2023-11-04,2,Enterprise,31,0,0,monthly,True,False,False,False,False
A-089363,S-a83bf1,2023-11-04,,2024-01-10,2024-01-10,3,Basic,40,760,9120,monthly,False,False,False,False,False
A-089363,S-5bb13f,2024-01-10,,2024-06-09,2024-06-09,4,Enterprise,15,2985,35820,monthly,False,False,False,False,False
A-089363,S-883efd,2024-06-09,,2024-06-14,2024-06-14,5,Pro,2,0,0,monthly,True,True,False,False,False
A-089363,S-a53e06,2024-06-14,,2024-06-18,2024-06-18,6,Basic,3,57,684,annual,False,False,False,False,False
A-089363,S-50a388,2024-06-18,,2024-06-26,2024-06-26,7,Pro,34,0,0,annual,True,True,True,False,False
A-089363,S-2843fe,2024-06-26,,2024-07-11,2024-07-11,8,Basic,2,0,0,monthly,True,True,False,False,False
A-089363,S-292c06,2024-07-11,,2024-08-08,2024-08-08,9,Pro,26,1274,15288,monthly,False,True,False,False,False
A-089363,S-d62a15,2024-08-08,,2024-10-13,2024-10-13,10,Enterprise,10,1990,23880,annual,False,True,False,False,False
A-089363,S-46eb1c,2024-10-13,,2024-11-15,2024-11-15,11,Basic,11,209,2508,annual,False,False,False,False,False
A-089363,S-00837c,2024-11-15,2024-11-27,2024-11-27,2024-11-25,12,Enterprise,43,8557,102684,annual,False,False,False,False,True
A-089363,S-1e1853,2024-11-25,2024-12-31,2024-12-31,2024-12-12,13,Enterprise,26,5174,62088,monthly,False,True,False,False,True
A-089363,S-00b0bc,2024-12-12,,,,14,Enterprise,9,0,0,annual,True,True,False,False,False
A-08e34e,S-bbe998,2024-07-01,,2024-07-02,2024-07-02,1,Pro,14,686,8232,annual,False,True,False,False,False
